Entity,Relation,Value
dodge___neon,generalizations,automobilemodel
enochlophobia,generalizations,disease
showers_product,generalizations,bathroomitem
showers_product,generalizations,bathroomitem
urban_affairs_and_public_policy,generalizations,academicfield
urban_affairs_and_public_policy,generalizations,academicfield
search_engineers,generalizations,profession
straight_gasoline,generalizations,refineryproduct
central_high_school,generalizations,sportsteam
clustering_as_optimization,generalizations,mlalgorithm
larry_ellison,generalizations,personus
handwriting_analysis,generalizations,academicfield
sfo_international_airport,generalizations,airport
n2007_01_28,generalizations,date
latent_semantic_analysis,generalizations,mlalgorithm
latent_semantic_analysis,generalizations,mlarea
oscar_award,generalizations,filmfestival
switzerlandswitzerland_switzerland,generalizations,country
arequipa,generalizations,city
bath_toys,generalizations,bathroomitem
termites,generalizations,insect
german,generalizations,language
warren_reporter,generalizations,blog
hijackings,generalizations,militaryeventtype
bombings,generalizations,militaryeventtype
air_strikes,generalizations,militaryeventtype
skirmishes,generalizations,militaryeventtype
coconut_milk,generalizations,agriculturalproduct
high_octane,generalizations,refineryproduct
bathroom_fitting,generalizations,buildingmaterial
jamiya_nuriya_islamia,generalizations,terroristorganization
rice_casserole_recipes,generalizations,recipe
state_of_the_art_data,generalizations,scientificterm
encoded_protein,generalizations,protein
xbox_one,generalizations,videogamesystem
proc__21st_acm_sigplan_conference,generalizations,conference
chastain_park_amphitheatre,generalizations,stadiumoreventvenue
life_magazine,generalizations,newspaper
himalaya_region,generalizations,mountainrange
wheat_berry_bread,generalizations,bakedgood
orange_drink,generalizations,food
bath___body_products,generalizations,bathroomitem
world_cup_2006,generalizations,sportsgame
may_1858,generalizations,date
toyota_land_cruiser_150,generalizations,product
samsung_zv10,generalizations,consumerelectronicitem
future_candy,generalizations,candy
fairway_market,generalizations,retailstore
pepper_,generalizations,agriculturalproduct
tri_cities,generalizations,airport
n2_15_2007,generalizations,date
chocolate_stout,generalizations,beverage
us_gasoline,generalizations,refineryproduct
old_english_and_old_high_german,generalizations,language
hope,generalizations,emotion
donald_jones,generalizations,actor
spider,generalizations,invertebrate
mount_washington_cog_railway,generalizations,mountain
fabric_printing,generalizations,visualartform
kashmir,generalizations,stateorprovince
super_mario_collections,generalizations,software
genuine_independence,generalizations,sociopolitical
national_championship_cantabria,generalizations,race
playing_basketball,generalizations,hobby
autonomous_driving_project,generalizations,researchproject
high_quality_water,generalizations,beverage
jewish_students,generalizations,victim
jewish_students,generalizations,victim
democrat_party,generalizations,politicalparty
democrat_party,generalizations,terroristorganization
french_communist_party,generalizations,politicalparty
french_communist_party,generalizations,terroristorganization
asteroid_bombardment,generalizations,weatherphenomenon
jeff_hardy,generalizations,male
humerus,generalizations,bone
scaphoid,generalizations,bone
capitate,generalizations,bone
happiness___joy,generalizations,emotion
galizona,generalizations,musicinstrument
ecumenism,generalizations,religion
republic_of_india,generalizations,country
republic_of_india,generalizations,country
devil_may_cry_3,generalizations,videogame
devil_may_cry_3,generalizations,videogame
devil_may_cry_3,generalizations,videogame
guitar_hero,generalizations,videogame
metal_gear_solid_3,generalizations,videogame
ps2,generalizations,videogamesystem
hidden_markov_models,generalizations,mlalgorithm
___span_style__color____ibilo_language,generalizations,language
nevada_state_route_317,generalizations,highway
chelsea,generalizations,athlete
pork_cheek,generalizations,meat
far_cry__2_in_1,generalizations,software
marla_adams,generalizations,female
petrol_diesel,generalizations,refineryproduct
gochi_juice,generalizations,beverage
beluga,generalizations,animal
cisco_press,generalizations,publication
marine_snail,generalizations,animal
tea,generalizations,beverage
tea,generalizations,agriculturalproduct
about_us,generalizations,musicsong
youtube,generalizations,website
youtube,generalizations,company
sandra_bullock,generalizations,actor
aamas,generalizations,mlconference
chipotle_beef_burrito,generalizations,food
chicken,generalizations,animal
the_legend_of_zelda___ocarina_of_time,generalizations,videogame
dortmund,generalizations,city
assassin_s_creed_2,generalizations,videogame
atomexetine,generalizations,drug
collaging,generalizations,visualartform
penis,generalizations,bodypart
jennifer_jordan,generalizations,male
and_fiberglass_shower_tray,generalizations,bathroomitem
buddy_guy,generalizations,musician
two,generalizations,nonneginteger
al_capone,generalizations,criminal
ice_cold_milk,generalizations,beverage
accordion,generalizations,musicinstrument
aaron_smith,generalizations,athlete
bakeveliidae,generalizations,mollusk
markov_chain_monte_carlo_methods,generalizations,scientificterm
adventure_aquarium,generalizations,park
adriatic_blue,generalizations,color
adriatic_blue,generalizations,color
andr__breton,generalizations,writer
glastonbury_festival,generalizations,musicfestival
berner_rundfahrt,generalizations,race
blanchard_s_milksnake,generalizations,amphibian
rebecca,generalizations,female
lego_batman_the_videogame_ds,generalizations,videogame
cello_,generalizations,musicinstrument
violino,generalizations,musicinstrument
piano,generalizations,musicinstrument
mozart,generalizations,musician
viola,generalizations,musicinstrument
beethoven,generalizations,musician
the_sims_2_deluxe,generalizations,software
angel_food_cake_mix,generalizations,bakedgood
ferrari_360_modena_sipder,generalizations,vehicle
saintlucia,generalizations,country
roasting_pans,generalizations,householditem
windows_wordpad,generalizations,consumerelectronicitem
bcs_national_championship_game,generalizations,sportsgame
n2003_03_25,generalizations,date
n2003_03_25,generalizations,date
n2003_03_25,generalizations,date
alexandra_hotel,generalizations,hotel
potenza,generalizations,city
alternative_model,generalizations,mlarea
prom_limo,generalizations,transportation
miami,generalizations,city
triathlon,generalizations,sport
triathlon,generalizations,hobby
uranium_fuel,generalizations,weapon
alec_baldwin,generalizations,actor
alec_baldwin,generalizations,male
alec_baldwin,generalizations,celebrity
armenian_potato_salad,generalizations,recipe
circular_saws,generalizations,tool
village_le,generalizations,restaurant
chromocystoscopy,generalizations,medicalprocedure
whole_plants,generalizations,plant
the_san_diego_zoo,generalizations,park
abbeville,generalizations,city
creil,generalizations,geopoliticallocation
hegemonism,generalizations,sociopolitical
wide_frying_pan_over_medium_heat,generalizations,householditem
linear_regression,generalizations,mlalgorithm
linear_regression,generalizations,mlarea
accountant,generalizations,jobposition
junichi_tazawa,generalizations,athlete
surgery,generalizations,academicfield
cave_lion,generalizations,animal
movie_casino_royale,generalizations,movie
the_jungle_book,generalizations,movie
trombula,generalizations,musicinstrument
i_need_opaque_window,generalizations,hallwayitem
eve,generalizations,female
singapore,generalizations,country
tense_meeting,generalizations,perceptionaction
barack_obama,generalizations,celebrity
artificial_neural_network,generalizations,mlarea
star_wars_the_last_of_the_jedi_10_reckoning,generalizations,book
when_hitler_stole_pink_rabbit,generalizations,book
the_shipping_news,generalizations,book
acetabulum,generalizations,bone
micro_machines,generalizations,videogame
space_invaders,generalizations,videogame
gradius,generalizations,videogame
theft_auto_iv__xbox,generalizations,videogame
uncharted_3,generalizations,videogame
ea_cricket_2007,generalizations,videogame
americas_army,generalizations,videogame
the_chronicles_of_riddick_2,generalizations,videogame
terrorist_takedown_3,generalizations,videogame
imperium_galactica,generalizations,videogame
wip3out___special_edition,generalizations,videogame
fantasy_x__,generalizations,videogame
mame32_games,generalizations,videogame
power_strike,generalizations,videogame
sonic_3d__flickies__island,generalizations,videogame
fury_3,generalizations,videogame
sonic_s_ultimate_genesis_collection,generalizations,videogame
castlevania_iii___draculas_curse,generalizations,videogame
virtual_tennis,generalizations,videogame
splinter_cell__conviction,generalizations,videogame
castlevania_lords_of_shadow,generalizations,videogame
the_simpsons__bartman_meets_radioactive_man,generalizations,videogame
crazy_machines_2_complete,generalizations,videogame
tomb_raider__underword,generalizations,videogame
virtua_fighter_animation,generalizations,videogame
gabriel_knight__the_beast_within,generalizations,videogame
chuck_rock,generalizations,videogame
need_for_speed_the_run_unlocked_bonus,generalizations,videogame
serious_sam__the_next_encounter,generalizations,videogame
king_of_fighters_xiii,generalizations,videogame
colony_wars__red_sun,generalizations,videogame
the_sims_3_late_night,generalizations,videogame
mass_effect_2_suprematie,generalizations,videogame
star_trek_voyager___elite_force,generalizations,videogame
les_sims_2__kit_fun_en_famille,generalizations,videogame
driving_simulator_2011,generalizations,videogame
zoop,generalizations,videogame
second_sight,generalizations,videogame
ultima_iv,generalizations,videogame
phantom_hourglass,generalizations,videogame
n1991_operation_desert_storm,generalizations,militaryconflict
n1991_operation_desert_storm,generalizations,militaryconflict
new_york_mountains_hp,generalizations,mountain
shower_stool,generalizations,bathroomitem
recent_gaza_war,generalizations,militaryconflict
mars_,generalizations,planet
ruby,generalizations,programminglanguage
best_french_cheeses,generalizations,cheese
sweet_red_pepper,generalizations,agriculturalproduct
w_rzburg,generalizations,city
pride_and_prejudice,generalizations,book
stephen_covey,generalizations,writer
further_confusion,generalizations,convention
cofee,generalizations,beverage
cofee,generalizations,agriculturalproduct
all_star_game,generalizations,sportsgame
all_star_game,generalizations,sportsgame
all_star_game,generalizations,sportsgame
martha_stewart,generalizations,celebrity
martha_stewart,generalizations,female
n11_15_pm,generalizations,time
sauteed_pork_with_ginger,generalizations,food
rice_cereal,generalizations,fruit
archaeglobales,generalizations,archaea
conditional_random_fields_and_rich_feature_sets,generalizations,mlalgorithm
attached_table,generalizations,bedroomitem
attached_table,generalizations,flooritem
assault,generalizations,crimeorcharge
seoul_city,generalizations,city
oak_cupboards,generalizations,furniture
african_groove_toothed_rat,generalizations,mammal
battle_of_britain,generalizations,militaryconflict
battle_of_gettysburg,generalizations,militaryconflict
azure_blue,generalizations,color
final_fantasy_xii__revenant_wings,generalizations,videogame
administrative_assistant,generalizations,jobposition
statesville_record__amp,generalizations,blog
n1881_1896,generalizations,year
austin_city_limits_music_festival,generalizations,musicfestival
macadamia,generalizations,nut
tropical_flowers,generalizations,plant
dallas_cowboys,generalizations,sportsteam
all_the_pretty_horses,generalizations,book
aliphatic_carboxylic_acid,generalizations,chemical
decision_making_epilepsy,generalizations,physiologicalcondition
george_arthur,generalizations,scientist
gray_gallery_of_art,generalizations,museum
chiropractic_table,generalizations,flooritem
imagist,generalizations,visualartmovement
bbguns,generalizations,weapon
n11_olock,generalizations,time
kit_fox,generalizations,animal
heavy_wooden_doors,generalizations,buildingfeature
tharsh_death_metal,generalizations,musicgenre
good_antibacterial_soap,generalizations,bathroomitem
hilton_homewood_suites,generalizations,hotel
thumb_injury,generalizations,eventoutcome
slab_climbing,generalizations,hobby
chinese_german,generalizations,ethnicgroup
historical_magazines,generalizations,mediatype
action_on_film_film_festival,generalizations,filmfestival
jonathan_njolwa,generalizations,director
the_4_hour_body,generalizations,book
used_lps___cds,generalizations,mediatype
flaxovate,generalizations,drug
salmon___shrimp,generalizations,meat
bayern_rundfahrt,generalizations,race
edinburgh,generalizations,city
store,generalizations,visualizablescene
store,generalizations,retailstore
range_rover,generalizations,automobilemodel
hmms,generalizations,mlalgorithm
san_diego_comicon,generalizations,convention
young_toads,generalizations,amphibian
yamaha_mc_yzf_r125,generalizations,vehicle
nevada_termite,generalizations,insect
bob_odenkirk_and_david_cross,generalizations,actor
taser_gun,generalizations,weapon
patick,generalizations,male
waycross_ware_county_airport,generalizations,airport
sex_chromosome_abnormalities,generalizations,physiologicalcondition
living_room_areas,generalizations,room
meg_ryan,generalizations,model
farciscon,generalizations,convention
how_me_get_sword,generalizations,weapon
lactobacillus_reuteri_dsm_20016,generalizations,bacteria
great_river_nile,generalizations,river
victims_computer,generalizations,tableitem
the_wacky_world_of_tex_avery,generalizations,televisionshow
mink,generalizations,animal
albino_alligators,generalizations,reptile
maggie_roswell,generalizations,female
ring_finger_protein_38,generalizations,protein
opal_church,generalizations,religion
huge_great_room,generalizations,room
alberta,generalizations,city
coffin_bones,generalizations,bone
resident_abuse,generalizations,crimeorcharge
young_deer,generalizations,mammal
garrett_evangelical_theological_seminary_in_evanston,generalizations,county
ramada,generalizations,hotel
sumatran_elephant,generalizations,mammal
clouds,generalizations,weatherphenomenon
clouds,generalizations,weatherphenomenon
clouds,generalizations,weatherphenomenon
athens_olympics,generalizations,olympics
participative_decision,generalizations,fungus
lake_ripley,generalizations,lake
lake_ripley,generalizations,skiarea
larry_mcshane,generalizations,journalist
the_adventures_of_sonic_the_hedgehog,generalizations,televisionshow
superstar_rajinikanth,generalizations,actor
superstar_rajinikanth,generalizations,celebrity
john_kendall,generalizations,personcanada
state_route_232,generalizations,street
i_cant_stop_loving_you___ray_charles,generalizations,musicsong
philantidae,generalizations,insect
n1931_belgian_grand_prix,generalizations,grandprix
n1931_belgian_grand_prix,generalizations,grandprix
triceps,generalizations,muscle
tomato_basil_cheddar,generalizations,cheese
greater_rochester,generalizations,visualizablescene
cheddar,generalizations,cheese
important_vessel,generalizations,bodypart
quick_easy_microwave_white_clam_sauce,generalizations,condiment
matrix_metal,generalizations,buildingmaterial
hohe_tauern_national_park,generalizations,attraction
card_2009,generalizations,officeitem
little_snow,generalizations,weatherphenomenon
sugar_cereals,generalizations,fruit
corporate_octopus,generalizations,mollusk
peculiar_shade,generalizations,color
british_language,generalizations,language
wheat_market,generalizations,fruit
linda_reeves,generalizations,female
howl_s_moving_castle,generalizations,movie
insight_value,generalizations,cheese
holistic_decision,generalizations,fungus
forestry_data,generalizations,scientificterm
six_airbags,generalizations,muscle
different_decision,generalizations,fungus
viagra,generalizations,muscle
movement_for_democracy_and_development,generalizations,terroristorganization
infrared_photographs,generalizations,visualartform
success_home,generalizations,ceo
grand_theft_auto_iv_,generalizations,videogamesystem
line__,generalizations,geometricshape
depressurizing,generalizations,emotion
cialis_anxiety,generalizations,muscle
and_mcdermott,generalizations,personnorthamerica
communicating_branch_with_meningeal_branch,generalizations,nerve
one_recent_study,generalizations,researchproject
diabetes_complications,generalizations,bacteria
school_certification,generalizations,charactertrait
the_musculophrenic_artery,generalizations,vein
garnet_jewelry,generalizations,personalcareitem
austrian_students,generalizations,victim
tenderest_feelings,generalizations,emotion
the_final_countdown,generalizations,book
proverb,generalizations,personnorthamerica
drumstick_leaves,generalizations,agriculturalproduct
rate_va,generalizations,arachnid
male_condom,generalizations,disease
water_evaporate,generalizations,visualizablething
cost_events,generalizations,invertebrate
ryukyu_tube_nosed_bat,generalizations,amphibian
application_fee_a_fee,generalizations,race
merismopedia_litoralis,generalizations,bacteria
bran_biscuits,generalizations,bakedgood
individual_trees,generalizations,plant
blood_cells,generalizations,celltype
built_in_tv,generalizations,bathroomitem
media_devices,generalizations,consumerelectronicitem
fiji_boa,generalizations,reptile
afghaistan,generalizations,country
ladybug_,generalizations,insect
dr__stephen_covey,generalizations,writer
dr__stephen_covey,generalizations,professor
favorite_american,generalizations,ethnicgroup
mamma_mia,generalizations,movie
marcia_passos_duffy,generalizations,writer
suzuki_cappuccino,generalizations,automobilemodel
pecan_recipe_software,generalizations,tool
mubarak__s_national_democratic_party,generalizations,terroristorganization
public_contracting_code,generalizations,politicsbill
epididymo_orchitis,generalizations,disease
article_34_,generalizations,politicsbill
stylish_dining_room,generalizations,room
morada_bar___grille,generalizations,restaurant
west_indian_yellow_tree_boa,generalizations,reptile
hybrid_car,generalizations,vehicle
all_universities,generalizations,sportsteam
bay_door,generalizations,buildingfeature
all_my_loving,generalizations,musicsong
acute_leukemia,generalizations,disease
burgundy,generalizations,wine
all_creatures_of_our_god_and_king,generalizations,musicsong
austrian_schilling,generalizations,currency
depression,generalizations,emotion
apple_butterscotch_muffins,generalizations,bakedgood
lime_juice,generalizations,condiment
michael_mcgroarty,generalizations,personnorthamerica
aqua_tech_aquarium,generalizations,aquarium
american_folk,generalizations,musicgenre
pork_loin,generalizations,meat
fog,generalizations,weatherphenomenon
fog,generalizations,visualizableattribute
n2008_olympics,generalizations,olympics
neoconservative_american_enterprise_institute,generalizations,nongovorganization
brazilian_jazz,generalizations,musicgenre
friday,generalizations,dayofweek
friday,generalizations,dayofweek
binders,generalizations,officeitem
cherry_wood___porcelain_dutch_wall_clock,generalizations,wallitem
romanization_of_chinese,generalizations,language
downpours,generalizations,weatherphenomenon
new_king_street,generalizations,highway
middlesex,generalizations,book
french,generalizations,language
trumpets_and_baritone_horn,generalizations,musicinstrument
u_n__world_health_organization,generalizations,governmentorganization
all_time_greates_hits,generalizations,musicalbum
dancing_with_the_stars,generalizations,movie
avon_park,generalizations,visualizablescene
various_student_groups,generalizations,victim
collared_titi,generalizations,vertebrate
archery_events_at_the_1920_summer_olympics,generalizations,olympics
archery_events_at_the_1920_summer_olympics,generalizations,olympics
archery_events_at_the_1920_summer_olympics,generalizations,olympics
israel_palestine_conflict,generalizations,militaryconflict
stanford_university_libraries,generalizations,building
grand_theft_auto_4,generalizations,videogame
ceremonial_swords,generalizations,weapon
lower_risk_investment,generalizations,economicsector
gray_shade,generalizations,color
lady_beetle_species,generalizations,insect
discount_kingsize_beds,generalizations,furniture
capitalism_,generalizations,sociopolitical
glaxosmithkline,generalizations,biotechcompany
dry_mouth,generalizations,physiologicalcondition
confusion,generalizations,disease
the_london_eye,generalizations,attraction
acoustic_and_electronic_percussion,generalizations,musicinstrument
doctor_who,generalizations,televisionshow
amelia_earhart_birthplace_museum,generalizations,monument
muscatel_grape,generalizations,fruit
protestant,generalizations,religion
thailand,generalizations,country
cftc,generalizations,governmentorganization
wheat,generalizations,grain
elk,generalizations,mammal
ungulates,generalizations,animal
bronx,generalizations,river
bronx_zoo,generalizations,aquarium
bronx_zoo,generalizations,park
lsd,generalizations,drug
kuwaiti_dinar,generalizations,currency
newell_simon_hall,generalizations,building
orient_express_restaurant,generalizations,restaurant
large_room_upstairs,generalizations,room
bougainvillea,generalizations,plant
abc_tv,generalizations,televisionstation
ozark_lake,generalizations,lake
world_not,generalizations,aquarium
iran_at_the_olympics,generalizations,olympics
anime_2008,generalizations,convention
grape_juice,generalizations,beverage
persona_3,generalizations,videogame
pokemon,generalizations,software
ruby_metallic,generalizations,color
kitchen,generalizations,room
entertainment_card,generalizations,officeitem
skillet,generalizations,visualizableobject
tree_christmas_tree,generalizations,plant
pizza_roma,generalizations,restaurant
bona_fide_student,generalizations,victim
bona_fide_student,generalizations,victim
bona_fide_student,generalizations,victim
skiing,generalizations,sport
skiing,generalizations,hobby
in_the_kingdom_of_shadows,generalizations,musicalbum
candle_making,generalizations,hobby
poker_techniques,generalizations,boardgame
alternative_hip_hop,generalizations,musicgenre
aor,generalizations,musicgenre
n44_4__,generalizations,mlalgorithm
wjrt,generalizations,radiostation
county_manager,generalizations,politicaloffice
training_rooms,generalizations,room
endovascular_treatments,generalizations,medicalprocedure
acrocephalosyndactyly_type_3,generalizations,disease
trader_joe_s_chunky_chocolate_chip_cookie_dough,generalizations,candy
sale_laptop,generalizations,sport
poker_webpoker,generalizations,boardgame
sugarfreecandy,generalizations,candy
students_valuable_work_experience,generalizations,victim
four_o_clock,generalizations,time
wood_bison,generalizations,vertebrate
in_wall_fish_aquarium,generalizations,aquarium
monthly_business_meeting,generalizations,musicfestival
new_yok_city,generalizations,city
cic_institute,generalizations,conference
pale_salmon_color,generalizations,color
yalaha,generalizations,zipcode
bee_pollination,generalizations,invertebrate
disney_world_magic_kingdom,generalizations,attraction
princess_necklace,generalizations,personalcareitem
lower_mississippi_river_valley,generalizations,river
pc_magazine_online,generalizations,publication
cocoa_beach_police_department,generalizations,governmentorganization
b__1861,generalizations,year
newspaper_journalist,generalizations,jobposition
apples,generalizations,fruit
vegetable_fried_rice,generalizations,fruit
brooklyn_public_library,generalizations,museum
iran,generalizations,country
flowers,generalizations,agriculturalproduct
flowers,generalizations,visualizablething
calf_muscles,generalizations,muscle
master_card,generalizations,officeitem
family_owned_businesses,generalizations,physicalcharacteristic
fife_drum,generalizations,musicinstrument
rose_wines,generalizations,wine
phase_2_study,generalizations,researchproject
blackened_doom_metal,generalizations,musicgenre
today_i_ll,generalizations,bombingevent
gloria_luckett,generalizations,female
windows_and_or_doors,generalizations,buildingfeature
n1036_1036_2160detroit_city,generalizations,geopoliticallocation
us_65,generalizations,highway
cod_shipping,generalizations,fish
set_round,generalizations,geometricshape
center_nhl,generalizations,sportsteamposition
faroe,generalizations,island
alice_s_adventures_in_wonderland,generalizations,book
adaptive_decision,generalizations,fungus
gillyflowers,generalizations,plant
maple_bacon,generalizations,meat
american_english_language,generalizations,language
java_value,generalizations,cheese
first_class_honours,generalizations,visualartist
battle_for_iwo_jima,generalizations,militaryconflict
uterine_cervix,generalizations,bodypart
newell_rubbermaid,generalizations,company
eliot,generalizations,person
cell_phone_service,generalizations,tableitem
behavioural_decision,generalizations,fungus
pacing,generalizations,hobby
shoppersstop,generalizations,retailstore
woody_allen,generalizations,actor
woody_allen,generalizations,celebrity
woody_allen,generalizations,comedian
woody_allen,generalizations,male
n260_nm,generalizations,perceptionevent
n250_nm,generalizations,perceptionevent
n248_nm,generalizations,perceptionevent
n245_nm,generalizations,perceptionevent
n220_nm,generalizations,perceptionevent
n205_nm,generalizations,perceptionevent
n200_nm,generalizations,perceptionevent
n157_nm,generalizations,perceptionevent
n365_nm,generalizations,perceptionevent
n700_nm,generalizations,perceptionevent
n650_nm,generalizations,perceptionevent
n640_nm,generalizations,perceptionevent
n630_nm,generalizations,perceptionevent
n580_nm,generalizations,perceptionevent
n570_nm,generalizations,perceptionevent
n560_nm,generalizations,perceptionevent
n550_nm,generalizations,perceptionevent
n525_nm,generalizations,perceptionevent
n510_nm,generalizations,perceptionevent
n490_nm,generalizations,perceptionevent
n480_nm,generalizations,perceptionevent
n460_nm,generalizations,perceptionevent
n450_nm,generalizations,perceptionevent
n430_nm,generalizations,perceptionevent
n415_nm,generalizations,perceptionevent
n410_nm,generalizations,perceptionevent
n405_nm,generalizations,perceptionevent
n400_nm,generalizations,perceptionevent
n375_nm,generalizations,perceptionevent
n360_nm,generalizations,perceptionevent
n355_nm,generalizations,perceptionevent
n350_nm,generalizations,perceptionevent
n340_nm,generalizations,perceptionevent
n310_nm,generalizations,perceptionevent
n308_nm,generalizations,perceptionevent
n300_nm,generalizations,perceptionevent
n290_nm,generalizations,perceptionevent
n280_nm,generalizations,perceptionevent
n800_nm,generalizations,perceptionevent
n520_nm,generalizations,perceptionevent
n335_nm,generalizations,perceptionevent
n305_nm,generalizations,perceptionevent
n249_nm,generalizations,perceptionevent
n185_nm,generalizations,perceptionevent
n565_nm,generalizations,perceptionevent
n830_nm,generalizations,perceptionevent
n470_nm,generalizations,perceptionevent
n465_nm,generalizations,perceptionevent
n180_nm,generalizations,perceptionevent
n500_nm,generalizations,perceptionevent
peanut,generalizations,nut
ensuite_marble_bathroom,generalizations,room
washington_university_law_quarterly,generalizations,publication
chocolate_chip_cookies_with_oats,generalizations,bakedgood
north_carolina_state_university,generalizations,school
fridge_doors,generalizations,buildingfeature
employee_value,generalizations,cheese
sauvignon_blanc_and_pinot_gris,generalizations,wine
mirror_of_erised,generalizations,wallitem
very_top_left,generalizations,artery
citrus_slices,generalizations,fruit
southern_university_law_school,generalizations,hospital
republic_of_vanuatu,generalizations,country
n1916_1958,generalizations,year
testosterone_valerate,generalizations,chemical
reason_google,generalizations,blog
natural_home,generalizations,museum
faeroe_islands,generalizations,country
goon_show,generalizations,televisionshow
cass_gilbert,generalizations,visualartist
gerontology,generalizations,academicfield
srilankan_election,generalizations,election
breeds,generalizations,animal
powerpop,generalizations,musicgenre
svms,generalizations,mlalgorithm
svms,generalizations,mlarea
conditional_random_fields,generalizations,mlalgorithm
conditional_random_fields,generalizations,mlarea
european_rabbit,generalizations,mammal
puntuaciones,generalizations,currency
holy_spirit,generalizations,female
holy_spirit,generalizations,female
extermination_of_native_americans,generalizations,event
n2016_summer_olympics,generalizations,olympics
church_of_jesus_christ_of_latter_day_saints,generalizations,religion
rhino,generalizations,animal
george_phillips,generalizations,male
berlin_olympic_games,generalizations,olympics
janmastami,generalizations,musicfestival
c_programming_language,generalizations,programminglanguage
chemical_poisoning____aluminum,generalizations,physiologicalcondition
skittlescandy,generalizations,candy
violent_weather,generalizations,weatherphenomenon
author_anne_mccaffrey,generalizations,writer
jewelry_celtic_crosses,generalizations,personalcareitem
alexis_smith,generalizations,celebrity
ser_utilizados,generalizations,currency
fighting_knives,generalizations,weapon
n1980_olympics,generalizations,olympics
complimentary_gourmet_breakfast,generalizations,meat
polish_ukrainian_war,generalizations,militaryconflict
baht,generalizations,currency
emerald_city_comicon,generalizations,convention
april,generalizations,month
akm_mizanur_rahman,generalizations,roadaccidentevent
laser_treatments,generalizations,medicalprocedure
n1969_woodstock_festival,generalizations,musicfestival
kfc,generalizations,restaurant
cmu,generalizations,university
pin_stripe_suits,generalizations,clothing
adjustable_mortgage_interest_rates,generalizations,arachnid
ktbc_tv,generalizations,televisionstation
palmer_software,generalizations,tool
one_cup_coffee_maker,generalizations,kitchenitem
viagra_quality,generalizations,muscle
cambrai,generalizations,city
bristol_international,generalizations,port
life_insurance_rate,generalizations,arthropod
twa_airport_terminal,generalizations,building
several_muslim,generalizations,religion
quality_suites,generalizations,hotel
loyola_greyhounds,generalizations,sportsteam
al_pacino,generalizations,actor
al_pacino,generalizations,celebrity
al_pacino,generalizations,male
apr_39,generalizations,date
sale_brethren,generalizations,sport
chair,generalizations,furniture
manuel_puig,generalizations,personsouthamerica
the_restaurant_bar___grill,generalizations,restaurant
veracruz_centipede_snake,generalizations,amphibian
three_killed_in_lebanese_suicide_bombing,generalizations,bombingevent
baalbek_brigade,generalizations,agent
garlic,generalizations,vegetable
garlic,generalizations,agriculturalproduct
aaron_johnson,generalizations,comedian
love_the_day,generalizations,emotion
wordbiz_scrabble,generalizations,boardgame
june_1946,generalizations,date
previous_killing,generalizations,crimeorcharge
universidad_catolica_del_norte,generalizations,university
costco_and_sams_club,generalizations,retailstore
governor_grey_davis,generalizations,politicianus
products,generalizations,agriculturalproduct
products,generalizations,food
mixed_baby_greens,generalizations,food
n2002_09_10,generalizations,date
cave_a,generalizations,cave
waters_edge_resort,generalizations,hotel
lennon,generalizations,musician
chairs,generalizations,furniture
chairs,generalizations,visualizablething
april__05,generalizations,date
biking,generalizations,hobby
biking,generalizations,hobby
biking,generalizations,sport
biking,generalizations,sport
american_revolutionary_war,generalizations,militaryconflict
battleship_board_game,generalizations,boardgame
croatia,generalizations,country
kaby_tv,generalizations,televisionstation
john_whitesell,generalizations,personafrica
john_whitesell,generalizations,personafrica
john_whitesell,generalizations,personafrica
john_whitesell,generalizations,personafrica
john_whitesell,generalizations,personafrica
moths_and_butterflies,generalizations,animal
michael_essien,generalizations,athlete
michael_essien,generalizations,male
noise_grindcore,generalizations,musicgenre
electric_vehicle,generalizations,vehicle
mitch_mcconnell,generalizations,female
mitch_mcconnell,generalizations,female
mitch_mcconnell,generalizations,politicianus
acetotoluidide,generalizations,chemical
aid_application_assistance,generalizations,mlconference
aid_application_assistance,generalizations,mlconference
aid_application_assistance,generalizations,mlconference
plaza_shopping_center,generalizations,trail
plaza_shopping_center,generalizations,trail
plaza_shopping_center,generalizations,trail
camouflage_dress,generalizations,clothing
charles_smith,generalizations,actor
dipenine,generalizations,drug
adultery,generalizations,crimeorcharge
japanese_american_students,generalizations,victim
bonifacio,generalizations,city
expert_commentator,generalizations,jobposition
umbilical_cord,generalizations,bodypart
paul_roberts,generalizations,male
fairfax_county,generalizations,county
fairfax,generalizations,city
lansdale_reporter,generalizations,newspaper
hdr,generalizations,company
irish_examiner_newspaper,generalizations,newspaper
stars___stripes,generalizations,newspaper
thomas_cook,generalizations,company
build_world,generalizations,aquarium
menier_chocolate,generalizations,candy
the_immigrants,generalizations,musicartist
korean_newspaper,generalizations,publication
arkansas_mercedes_benz,generalizations,automobilemaker
sony_music_entertainment_netherlands_b_v,generalizations,recordlabel
care_bears__adventures_in_care_a_lot,generalizations,televisionshow
kosmix,generalizations,company
kern_river_courier,generalizations,newspaper
new_york_times_reporting,generalizations,newspaper
du_pont,generalizations,company
recipe_particles,generalizations,recipe
recipe_particles,generalizations,recipe
recipe_particles,generalizations,recipe
webmaster_this_page,generalizations,celebrity
webmaster_this_page,generalizations,celebrity
drilling_process,generalizations,nondiseasecondition
drilling_process,generalizations,nondiseasecondition
drilling_process,generalizations,nondiseasecondition
